,video,description
0,mixkit-dog-tied-to-a-log-in-nature-14578.mp4,Dog tied to a log in nature
0,mixkit-duck-getting-wet-in-the-lake-14524.mp4,Duck getting wet in the lake
0,mixkit-wooden-bird-house-14514.mp4,Wooden bird house
0,mixkit-many-fish-swimming-in-a-lake-14454.mp4,Many fish swimming in a lake
0,mixkit-white-pelican-close-up-14449.mp4,"White pelican, close up"
0,mixkit-little-boy-feeding-rabbits-in-a-cage-14377.mp4,Little boy feeding rabbits in a cage
0,mixkit-lonely-stork-in-the-sea-14367.mp4,Lonely stork in the sea
0,mixkit-white-swan-on-a-calm-lake-14321.mp4,White swan on a calm lake
0,mixkit-turtles-on-a-little-wooden-bridge-14070.mp4,Turtles on a little wooden bridge
0,mixkit-white-swan-swimming-on-a-lake-14017.mp4,White swan swimming on a lake
0,mixkit-crocodile-skin-texture-13991.mp4,Crocodile skin texture
0,mixkit-pigeons-searching-for-food-ground-shot-13987.mp4,"Pigeons searching for food, ground shot"
0,mixkit-starfish-and-a-small-coral-on-the-fishing-net-in-13983.mp4,Starfish and a small coral on the fishing net in the sand
0,mixkit-two-women-galloping-in-the-field-13877.mp4,Two women galloping in the field
0,mixkit-two-woman-riding-horses-on-the-field-and-a-dog-13874.mp4,Two woman riding horses on the field and a dog followa
0,mixkit-statue-of-a-dolphin-in-the-city-12730.mp4,Statue of a dolphin in the city
0,mixkit-swans-swimming-and-feeding-in-a-lake-12716.mp4,Swans swimming and feeding in a lake
0,mixkit-underwater-shot-form-a-diver-of-penguins-swimming-12715.mp4,Underwater shot form a diver of penguins swimming
0,mixkit-blue-peacock-in-a-garden-12556.mp4,Blue peacock in a garden
0,mixkit-small-fish-swimming-in-a-colorful-aquarium-12552.mp4,Small fish swimming in a colorful aquarium
0,mixkit-rancher-man-tying-a-saddle-chair-to-a-horse-1161.mp4,Rancher man wearing a hat is tying a saddle chair to a brown horse.
0,mixkit-birds-diving-in-the-lake-11394.mp4,Birds diving in the lake
0,mixkit-a-couple-of-turtles-resting-in-the-sand-11392.mp4,A couple of turtles resting in the sand
0,mixkit-bird-standing-on-a-pole-by-the-lake-11391.mp4,Bird standing on a pole by the lake
0,mixkit-ducks-swimming-in-the-pond-11390.mp4,Ducks swimming in the pond
0,mixkit-ape-laying-on-the-grass-11389.mp4,Ape laying on the grass
0,mixkit-bush-squirrels-in-a-tree-11388.mp4,Bush squirrels in a tree
0,mixkit-seagull-sitting-on-a-lantern-in-the-lake-11387.mp4,Seagull sitting on a lantern in the lake
0,mixkit-ducks-feeding-by-a-lake-11386.mp4,Ducks feeding by a lake
0,mixkit-owl-standing-on-a-branch-11383.mp4,Owl standing on a branch
0,mixkit-whistling-ducks-around-a-lake-11382.mp4,Whistling ducks around a lake
0,mixkit-peacock-looking-around-11381.mp4,Peacock looking around
0,mixkit-going-down-a-curved-highway-through-a-mountain-range-41576.mp4,Point of view going down a curved highway on a mountain road surrounded by trees and grass and other mountains in the distance
0,mixkit-waves-coming-to-the-beach-5016.mp4,"Shore of a beach while the small waves of the sea arrive creating white foam on the sand, on a clear day and the horizon in the background as a straight line that separates the sea from the sky."
0,mixkit-forest-stream-in-the-sunlight-529.mp4,Drone footage moving backwards over a river in a forest
0,mixkit-people-pouring-a-warm-drink-around-a-campfire-513.mp4,People sharing a warm drink around a camp fire in the early evening.
0,mixkit-waterfall-in-forest-2213.mp4,Waterfall with little stones in a temperate forest.
0,mixkit-stars-in-space-background-1610.mp4,Stars moving slowing through space
0,mixkit-curvy-road-on-a-tree-covered-hill-41537.mp4,"Curvy road on a tree-covered hill, while cars cross it, seen on an aerial route."
0,mixkit-white-sand-beach-background-1564.mp4,White sand beach landscape on a sunny day with green palms near the seashore and a slightly cloudy sky above with the sunlight shining through
0,mixkit-very-close-shot-of-the-leaves-of-a-tree-wet-18310.mp4,"Green leaves of a tree being wet by rain that falls slowly by moving them slightly, seen in a very close shot."
0,mixkit-dog-catches-a-ball-in-a-river-1494.mp4,A person stands in a river with trees in the background and throws a ball for a white dog to catch.
0,mixkit-rain-falling-on-the-water-of-a-lake-seen-up-18312.mp4,"Raindrops falling on the water of a lake seen in a close-up shot in slow motion, creating round ripples on the surface."
0,mixkit-landscape-of-mountains-and-sunset-3128.mp4,Time lapse of a landscape with clouds and mountains while the sun goes down
0,mixkit-huge-trees-in-a-large-green-forest-5040.mp4,"Immense abundant trees in a forest seen from below on a sunny morning, as sunlight shines through the branches and trunks making lens flares."
0,mixkit-macaw-parrot-feeding-on-a-branch-4669.mp4,"Macaw parrot of red, blue and green colors, feeding on a tree branch, in captivity on a sunny day."
0,mixkit-tree-with-yellow-flowers-1173.mp4,"The branches of a tree wave in the breeze, with pointy leaves and small round flowers, with a clear blue sky and the sun shining in the background."
0,mixkit-girl-dancing-happily-in-a-field-of-flowers-4702.mp4,"Girl dancing happily in the middle of a field of pink and blue flowers, during a bright day."
0,mixkit-top-aerial-shot-of-seashore-with-rocks-1090.mp4,Top aerial shot of seashore with black shore rocks being hit by waves. Sea waves arriving to the beach touching the white sand.
0,mixkit-beautiful-sunrise-landscape-1944.mp4,Beautiful sunrise over silhouette of mountains with a clear sky.
0,mixkit-lake-surrounded-by-dry-grass-in-the-savanna-5030.mp4,"Lake in the savannah, seen through a bush of thin dry grasses, during a sunny afternoon, and with the horizon in the background with many trees."
0,mixkit-highway-in-the-middle-of-a-mountain-range-4633.mp4,"Walk in first person along a road in the middle of a mountain range with a lot of vegetation, during a sunny afternoon."
0,mixkit-blue-sky-background-as-the-clouds-travel-blown-by-the-26108.mp4,Clear blue sky background as sunlit clouds travel side to side blown by the wind.
0,mixkit-gloomy-forest-full-of-trees-during-a-rainy-afternoon-22729.mp4,"Dark, gloomy and humid forest, with many trees and covered with vegetation and mist, during a rainy afternoon."
0,mixkit-ocean-waves-bursting-on-the-shore-of-the-coast-4078.mp4,Ocean waves bursting on the shore of sand and rocks on a clear day
0,mixkit-meadow-surrounded-by-trees-on-a-sunny-afternoon-40647.mp4,"Slowly climbing a hill in a meadow covered with grass and trees, with the evening sun near the horizon."
0,mixkit-waves-in-the-water-1164.mp4,Small waves ripple through a body of water.
0,mixkit-northern-lights-of-blue-and-green-colors-in-the-night-4038.mp4,Time lapse of Northern Lights moving in blue and green colors in the night sky
0,mixkit-small-pink-flowers-1186.mp4,"Small pink flowers move gently in a breeze, purple flowers and a blue sky in the background."
0,mixkit-highway-between-trees-506.mp4,"Cars drive on a highway that runs between green trees, in the background the sun shines through a few clouds in the sky above hills in the distance."
0,mixkit-palm-tree-on-a-sunny-day-4645.mp4,"Palm tree as the air moves its leaves, with the sky almost clear in the background with a couple of clouds, and the warm and bright sun."
0,mixkit-abundant-trees-in-a-jungle-5039.mp4,"Nature in a humid jungle full of green trees, while the shine of the sun crosses through and between the abundant trunks."
0,mixkit-man-walking-through-forest-86.mp4,A man wearing a pair of brown boots and khaki pants walk through a forest with dried leaves on the ground and trees in the background with the sun shining through. The man stops and views the horizon.
0,mixkit-sailing-down-a-river-surrounded-by-trees-43600.mp4,"Slowly cruising down a calm river lined with abundant trees, in a shot that slowly turns down to look out over the water."
0,mixkit-black-scorpion-walking-closeup-1467.mp4,"Black scorpion walking on pieces of wood. Scorpion, scorpion sting, pincers, animals."
0,mixkit-beautiful-aerial-shot-of-beach-shore-1085.mp4,"Beautiful aerial motion shot of a beach shore landscape with sea waves, sand, shore rocks, mountains, greenery, clear sky and a dazzling sunset."
0,mixkit-beautiful-sunset-on-a-bay-from-above-4999.mp4,"View from the top of a beautiful sunset, revealing the silhouettes of the surrounding relief, with some small land formations surrounding a beautiful lake and a beach, and a mountain range on the horizon."
0,mixkit-group-of-flamingos-on-the-shore-of-a-lake-4681.mp4,"A group of flamingos on the shore of a beautiful lake in an environment covered in wet vegetation, during a sunny day."
0,mixkit-landscape-of-a-large-lake-during-sunset-from-the-air-4998.mp4,"Beautiful landscape in a large lake, flying low, passing between its small tree-covered islands, and revealing the yellow reflection of the sunset sun in the water, and on the horizon the silhouettes of an immense mountain range."
0,mixkit-waterfall-landscape-572.mp4,"The length of a waterfall, mossy rocks on both sides of the water."
0,mixkit-rain-in-the-wild-2717.mp4,Raindrops falling on the leaves of a plant with the background blurred in slow motion.
0,mixkit-red-flower-of-a-tree-in-a-garden-3000.mp4,Red flower hangs from the branches of a tree with green leaves in a garden during a sunny day.
0,mixkit-bubbling-water-in-slow-motion-182.mp4,"Bubbling water with small bubbles and big bubbles. In grey, black and white tones."
0,mixkit-lovers-walking-through-a-forest-43153.mp4,A couple taking a walk through a spring forest looking for a suitable place to camp.
0,mixkit-white-flowers-in-the-breeze-1187.mp4,"White flowers with yellow centers move gently in a breeze, a clear blue sky in the background."
0,mixkit-water-crashes-among-rocks-570.mp4,"Water runs between rocks, crashing as it lands"
0,mixkit-fly-over-a-huge-canyon-covered-in-vegetation-41401.mp4,"Fly over a huge and rocky canyon covered with trees and vegetation, with a river flowing in the background."
0,mixkit-skyline-of-a-desert-with-the-moon-at-night-40047.mp4,"View towards the horizon in a flat desert at night, as the full moon glows brightly red."
0,mixkit-green-vailed-chameleon-seen-from-one-side-1489.mp4,"Closeup video of a green chameleon seen from one side. A chameleon moving its eye, with dark background. Veiled chameleon (Chamaeleo calyptratus)."
0,mixkit-tree-covered-mountains-1762.mp4,Aerial shot of mountains full of trees.
0,mixkit-sun-rays-over-forest-treetops-515.mp4,Flight above sunset. Drone aerial view of a large forest. Panoramic view. Sunset in the mountains.
0,mixkit-deserted-plain-with-a-campfire-and-a-woman-practicing-yoga-32764.mp4,"Campfire in the foreground surrounded by many rocks right in front of a woman in a dress, doing yoga stretches, in the middle of a large desert with mountains in the distance, and the sky covered with clouds."
0,mixkit-dog-sitting-on-log-1550.mp4,"A brown and white collie sits on a log, with another log and plants in the background."
0,mixkit-weeds-waving-in-the-breeze-1178.mp4,Tall dry grass waves in the breeze under a blue sky with white fluffy clouds.
0,mixkit-pink-flowers-wave-in-the-breeze-1168.mp4,"Small pink flowers with yellow centers wave in the breeze, a clear blue sky in the background."
0,mixkit-view-of-a-park-while-a-girl-runs-across-4831.mp4,"Beautiful view of a park with trees, grass and in the distance a long bridge that crosses a lake, while a girl runs across a path, during a sunny afternoon."
0,mixkit-yellow-northern-lights-in-norway-4036.mp4,Aurora borealis. Yellow northern lights in Norway on a night with clear sky.
0,mixkit-walking-a-path-that-crosses-a-dense-forest-41574.mp4,"Walking a concrete path that crosses a dense forest, full of grass and tall trees."
0,mixkit-point-of-view-from-a-bus-passenger-seat-roading-in-4394.mp4,Point of view from a bus passenger seat roading in a highway surrounded by dirt trees and bushes on a sunny day.
0,mixkit-red-frog-on-a-log-1487.mp4,"A frog with orange and red colors sits on a log without moving, just breathing."
0,mixkit-raining-in-a-cloud-forest-full-of-tall-trees-22728.mp4,"Gloomy cloud forest, full of tall trees, covered with leaves and vines, while many raindrops fall, and the camera moves slowly."
0,mixkit-multicolored-coral-shot-with-fish-projections-4020.mp4,Underwater recording of multicolored coral moving with projections of fish on top
0,mixkit-flower-with-a-bee-998.mp4,Closeup video of a bee on a bright orange and red flower.
0,mixkit-sunny-day-in-a-forest-seen-in-detail-5022.mp4,"Details in a forest, with many trees and a few cuttings on the ground, on a beautiful sunny day."
0,mixkit-aerial-view-of-a-blue-sea-with-big-clouds-2893.mp4,Aerial view of a sea with a blue tone under large white clouds on a sunny day.
0,mixkit-sun-setting-on-the-horizon-line-at-sea-38900.mp4,"Sun above the horizon line at sea, seen from a coastline with archipelagos and a couple of hills."
0,mixkit-beautiful-lotus-flower-in-a-lake-12436.mp4,Vibrant pink lotus flowers sitting on a still lake with large rain drops splashing around it
0,mixkit-loving-couple-sitting-on-the-shore-of-a-lake-outdoors-41581.mp4,"Loving couple sitting on a log on the shore of a lake outside, sharing an affectionate hug."
0,mixkit-branches-swaying-in-the-wind-95.mp4,Focused shot of branches and green foliage swaying in the wind on a summer or spring afternoon. Unfocused background of a meadow or forest.
0,mixkit-heavy-rain-in-slow-motion-on-the-tropical-forest-6806.mp4,Heavy rains falling in a tropical rainforest on an overcast day
0,mixkit-lizard-over-a-trunk-at-nature-closeup-1473.mp4,"A lizard resting on a trunk at nature. Animals in their habitat. Agama, small dragon, iguana."
0,mixkit-small-boat-in-a-great-heavenly-place-4997.mp4,"Small boat traveling in the water of a large turquoise blue lake, with islands and formations, and in the background large hills covering the bottom, seen from the sky."
0,mixkit-slow-aerial-tour-through-a-mist-covered-forest-28342.mp4,"Aerial tour above a forest covered in thick mist, with a couple of mountains in the background and the glare of the sun in the clouds in the sky."
0,mixkit-girl-meditating-under-the-wind-in-the-desert-32754.mp4,"Wind in a wide desert moving the fabric of a woman's dress, sitting on the ground peacefully meditating in yoga pose."
0,mixkit-tree-branches-in-the-breeze-1188.mp4,"Leaf covered branches of a tree sway in the breeze, a clear blue sky above."
0,mixkit-couple-meditation-on-a-peaceful-beach-44518.mp4,"Couple meditating sitting on the sand of a peaceful and sunny beach, near a peninsula with a rocky archipelago."
0,mixkit-fire-in-front-of-tree-trunk-567.mp4,"Fire flames dance in front of a tree trunk, other green vegetation in the background."
0,mixkit-people-skiing-on-the-mountain-4016.mp4,"People skiing on the mountain with the ski lift working, in the background a snowy mountain and the sky"
0,mixkit-flying-over-a-peaceful-and-sunny-beach-42495.mp4,"Traveling through the air a peaceful and sunny beach, with the clear turquoise blue sea gently waving."
0,mixkit-silhouette-of-a-woman-doing-yoga-at-sunset-4420.mp4,"A woman against the light doing a meditation pose while on the ground during sunset, the shot rises and changes the focus towards the horizon full of hills that fade the further away they are."
0,mixkit-sunset-perspective-in-the-city-3983.mp4,"Sunlight in the afternoon, with a sky turning dark blue, and the silhouettes of the trees moving with the wind and the buildings in the distance."
0,mixkit-cloudy-sky-118.mp4,"Clouds move across the clear blue sky, then slowly become darker."
0,mixkit-person-inside-a-tent-with-dog-576.mp4,"A person sits inside a tent with the flap door open, through with a campfire is visible, and a black dog sitting next to the fire. Int he background, a body of water and trees."
0,mixkit-view-above-the-clouds-that-cover-a-large-forest-39713.mp4,Take above the thick clouds moving with the wind that slowly cover a large forest covered with abundant trees.
0,mixkit-turquoise-blue-water-bay-from-above-5008.mp4,"Flying over a bay full of beaches, trees, small islands and mountains around, with the turquoise blue sea, during a sunny day."
0,mixkit-rocky-waterfall-on-a-river-in-nature-25542.mp4,"Rocky waterfall, while the water falls slowly in great jets, surrounded by trees and plants, on a cloudy afternoon."
0,mixkit-two-people-hiking-114.mp4,"Two people in hiking gear hike through desert type ground, walking towards green trees and bushes."
0,mixkit-clear-water-and-a-tropical-island-1577.mp4,Turquoise sea with a couple walking on the sand that is covered with sea water. Landscape beach with blue sky on a sunny day.
0,mixkit-daisy-flowers-near-a-big-waterfall-19501.mp4,Daisy flowers facing the sun on a spring day with a large waterfall in the background
0,mixkit-leaves-under-a-blue-sky-1185.mp4,"Small green leaves move gently in a breeze, a blue sky in the background."
0,mixkit-couple-meditating-on-the-sand-on-a-beach-44517.mp4,"Man and woman meditating sitting on the sand on a sunny and calm beach, outlined by a hill covered with lots of vegetation."
0,mixkit-flying-over-a-beautiful-tropical-landscape-5369.mp4,"Aerial tour of a tropical landscape, with sea, beach, jungle environments, the sea, and large hills covered with trees, during a sunny day."
0,mixkit-texture-of-the-flora-of-a-forest-in-detail-5027.mp4,"Texture of the base of a tree with two trunks in nature, with grass, moss, branches and leaves, while the sun is discovered behind a trunk, creating beautiful lens flares."
0,mixkit-flying-over-tree-covered-mountains-41545.mp4,"Flying over fields and mountains covered with trees and vegetation, to see beyond them."
0,mixkit-sea-waves-in-a-little-bay-1954.mp4,Top aerial shot of sea waves in a little bay with mountains full of trees.
0,mixkit-little-rocky-river-in-the-woods-18162.mp4,Small stream of water running over walls of rocks in the woods
0,mixkit-sunflower-close-up-111.mp4,A large sunflower on a sky blue background
0,mixkit-road-surrounded-by-mountains-2392.mp4,Road surrounded by mountains and nature on a day with cloudy and foggy.
0,mixkit-close-up-to-a-couple-of-hikers-43162.mp4,Close-up of a couple of hikers admiring the scenery during a stop on a hiking trail.
