,video,description
0,mixkit-woman-preparing-a-smoothie-with-fruit-and-milk-43914.mp4,"Young woman putting strawberries, mango and milk in a blender for a smoothie, in a shot that slowly goes down from her face to the blender jar."
0,mixkit-fruit-salad-on-a-plate-43904.mp4,"Close centered shot of a fruit salad in a black plate on a white table, with peach, kiwi and apple slices arranged in rows."
0,mixkit-slicing-an-apple-43902.mp4,Close-up view on the hands of a young woman slicing an apple with a large knife on a wooden cutting board.
0,mixkit-close-view-of-the-mouth-of-a-bottle-when-pouring-43898.mp4,"Very close view of the mouth of a bottle when pouring white wine into a glass, with a red curtain in the background out of focus."
0,mixkit-serving-white-wine-in-a-glass-43897.mp4,"Pouring white wine into a glass from a bottle, in a close up shot of the glass with a red curtain in the background."
0,mixkit-wine-coming-out-of-a-bottle-when-served-in-a-43894.mp4,"Very close view of the mouth of a bottle of red wine, when served in a glass, against a background of a red curtain."
0,mixkit-pouring-red-wine-from-a-bottle-into-a-glass-43893.mp4,"Slowly zooming in on a glass as a woman pours red wine from a bottle, with a red curtain in the background."
0,mixkit-serving-white-wine-in-a-glass-43891.mp4,"Very close view of a glass, while being served white wine from a bottle on a background of a red curtain."
0,mixkit-pouring-red-wine-into-a-glass-43889.mp4,"View of a small green table with a lamp, a cigarette in an ashtray and a glass that is served with red wine."
0,mixkit-serving-white-wine-in-a-glass-43888.mp4,"Woman pouring white wine into a glass from a bottle, in a close up shot on a red silk curtain in the background."
0,mixkit-face-of-a-woman-drinking-wine-43885.mp4,"Close-up view of the face of a young woman drinking white wine from a glass, on a pink fabric background."
0,mixkit-young-woman-drinking-champagne-from-a-glass-43883.mp4,Portrait of an elegant young woman drinking champagne from a glass sitting at a table with a cigarette and a lamp.
0,mixkit-man-leaves-his-beer-on-a-wooden-table-43870.mp4,"Manly man leaves his glass of beer on a wooden table next to a cigar, while resting seated in a comfortable chair."
0,mixkit-man-taking-a-glass-with-beer-to-drink-43858.mp4,"Man taking a glass with foamy and cold beer to drink from it, in a close shot of his hand taking the glass."
0,mixkit-chef-chopping-mushrooms-in-the-kitchen-43062.mp4,Skilled cook chopping mushrooms with a knife and board in the kitchen.
0,mixkit-cook-preparing-something-in-a-pan-43059.mp4,"Cook preparing something in a pan, while adding pepper and mixing, in a shot towards the stove."
0,mixkit-professional-cook-frying-bacon-in-a-frying-pan-43057.mp4,"Professional cook skillfully frying bacon in a pan, close up shot of his hands and the pan."
0,mixkit-cook-grinding-chilies-in-a-molcajete-43056.mp4,Cook grinding chilies in a molcajete in a close up shot of his hands.
0,mixkit-chef-beating-a-mixture-in-an-electric-mixer-43054.mp4,Close up shot of an electric mixer as a cook whips up a mixture.
0,mixkit-a-cook-taking-out-a-bag-from-a-warehouse-43053.mp4,A professional cook taking out a bag from a store while cooking a dish with a large loaf of bread.
0,mixkit-chef-testing-a-mix-43052.mp4,"Professional chef testing a mixture from a blender, with the help of a spoon."
0,mixkit-chef-slicing-lemons-and-oranges-43050.mp4,"Chef slicing lemons and oranges in a professional kitchen, before putting them into a blender."
0,mixkit-chef-working-in-a-large-kitchen-43048.mp4,"Chef working in a large kitchen, pouring ingredients into an electric mixer."
0,mixkit-cook-preparing-desserts-on-plates-43044.mp4,"Cook preparing desserts on plates, putting a cream and walnut pieces on slices of bread."
0,mixkit-close-shot-of-a-cook-chopping-onion-43042.mp4,"Close-up shot of a cook chopping onion and garlic, on a blue board, with a bowl of olive oil on the side."
0,mixkit-man-preparing-a-salad-with-various-ingredients-43038.mp4,"Man preparing a salad with lettuce, dressing, nuts, and fried bacon bits."
0,mixkit-cook-adding-ingredients-in-a-blender-43036.mp4,"Chef adding ingredients in a blender during the preparation of a dish, in a large and modern kitchen."
0,mixkit-chef-preparing-a-sauce-in-a-blender-43034.mp4,"Chef preparing a sauce in a blender, adding different ingredients while blending."
0,mixkit-confectioner-preparing-a-dessert-with-lemon-43032.mp4,"Pastry chef preparing a dessert while grating a lemon peel on top, inside a large kitchen."
0,mixkit-grinding-cinnamon-in-a-molcajete-43031.mp4,Cook forcefully grinding some cinnamon in a molcajete in a close up shot of his hands.
0,mixkit-frying-bread-with-butter-for-a-dessert-43030.mp4,Close up shot of a frying pan as a chef fries a slice of buttered bread in the making of a dessert.
0,mixkit-chef-adding-ingredients-to-a-blender-43029.mp4,"Chef adding ingredients to a blender, during the preparation of a dish, in a modern kitchen."
0,mixkit-pastry-chef-working-in-a-kitchen-43028.mp4,"Pastry chef working in a large modern kitchen, preparing a dessert with a loaf."
0,mixkit-chef-preparing-a-dessert-on-a-stove-43026.mp4,"Cook preparing a dessert on a stove, melting butter in a pan with more ingredients around."
0,mixkit-chef-testing-a-prepared-mix-43025.mp4,"Pastry chef testing a mixture prepared for a dessert, in a shot that takes from the container and slowly rises to the face of the pastry chef."
0,mixkit-chef-during-the-preparation-of-a-dessert-43022.mp4,Close-up shot of a stove while a chef prepares a dessert in a pan.
0,mixkit-chef-chopping-bacon-on-a-board-43021.mp4,Close up shot of a cook's hands chopping bacon on a wooden cutting board.
0,mixkit-cook-mixing-ingredients-in-a-mixture-43020.mp4,Close-up shot of a small container that a pastry chef uses to mix ingredients for a dessert.
0,mixkit-chef-adding-ingredients-to-an-electric-mixer-43014.mp4,"Chef adding ingredients to an electric mixer, adding flour after weighing it on a scale."
0,mixkit-close-up-shot-of-lots-of-fresh-fruit-42954.mp4,"Close up shot of many fresh fruits, such as orange, banana, apple and pineapple on a green grass background."
0,mixkit-chef-preparing-a-vegetarian-pizza-42479.mp4,Talented cook putting the ingredients of a vegetarian pizza on the dough before baking it.
0,mixkit-chef-preparing-a-pizza-42470.mp4,Chef wearing an apron works with his hands shaping a pizza dough in the kitchen.
0,mixkit-breakfast-with-friends-in-a-restaurant-41852.mp4,"Breakfast in a restaurant between two friends, while one of them takes salad from the other's plate."
0,mixkit-pouring-milk-into-a-pink-bowl-with-cereal-41152.mp4,"Pouring milk into a pink bowl with sandwich bread shape cereal, on a yellow background."
0,mixkit-bread-shaped-cereal-texture-in-bowl-with-milk-41146.mp4,"Taking a spoonful from a bowl of cereal shaped like bread with milk, in a shot close to its texture."
0,mixkit-slowly-rotating-bowl-of-corn-flake-cereal-41141.mp4,"Bowl of corn flake cereal on a wooden table rotating slowly, in a very close shot."
0,mixkit-taking-a-spoonful-of-cereal-in-the-form-of-bread-41140.mp4,Taking a spoonful of sandwich bread form cereal and milk from a bowl on a wooden table and a yellow background.
0,mixkit-serving-milk-in-a-bread-shaped-cereal-bowl-41139.mp4,Pouring milk into a pink bowl with sandwich bread cereal on a wooden table and yellow background.
0,mixkit-healthy-cereal-in-a-bowl-while-pouring-milk-41137.mp4,"Taking a spoonful of marshmallow-sweetened cereal from a bowl of milk, on a blue background, in a demonstration video."
0,mixkit-small-bowl-with-cereal-while-they-serve-you-milk-41136.mp4,"Pouring milk into a blue bowl with sugary cereal with colored marshmallows, on a blue background."
0,mixkit-pouring-milk-into-a-marshmallow-cereal-bowl-41132.mp4,"Pouring milk into a bowl with healthy cereal with oats, wheat, raisins and nuts, in a close shot."
0,mixkit-corn-flakes-cereal-texture-in-bowl-with-milk-41130.mp4,"Pouring milk into a bowl of marshmallow-sweetened cereal, which rotates slowly."
0,mixkit-corn-flake-cereal-in-a-bowl-with-milk-41129.mp4,"Pouring milk into a bowl with cereal shaped like a slice of sliced ​​bread, in a very close shot."
0,mixkit-pouring-chocolate-syrup-onto-a-white-plate-41109.mp4,"Serving chocolate syrup on a white plate, in a close-up shot on a brown background."
0,mixkit-demonstration-video-of-a-pair-of-cake-slices-turning-41107.mp4,Two slices of chocolate cake slowly rotating in a close-up shot for a demo video.
0,mixkit-chef-preparing-a-salad-in-a-restaurant-4094.mp4,A chef dressed in black prepares a salad in front of a table with white and yellow tablecloths
0,mixkit-cinnamon-oat-rings-cereal-slowly-rotating-40878.mp4,"Cereal of oatmeal and cinnamon rings, slowly rotating in a shot very close to its texture, in a vertical video."
0,mixkit-stacking-donuts-with-cookie-pieces-on-a-pink-background-40840.mp4,A woman's hand stacking some donuts with cookie pieces on a pink background.
0,mixkit-scene-close-to-the-pieces-of-cookie-on-a-donut-40838.mp4,Close-up scene of cookie pieces on top of a glazed donut in vertical video.
0,mixkit-texture-of-a-glazed-donut-with-colorful-chocolates-rotating-40837.mp4,Texture of a glazed donut with colored chocolates rotating in a vertical video as the scene slowly approaches.
0,mixkit-glazed-donut-with-colored-chocolates-on-a-pink-background-40832.mp4,Donut with white frosting and colored chocolates slowly rotating on a pink background.
0,mixkit-donuts-with-icing-sugar-filled-with-pastry-cream-40828.mp4,Putting a donut on a pile of icing sugar donuts filled with pastry cream.
0,mixkit-taking-a-peanut-butter-donut-from-a-plate-40824.mp4,Donut with peanut butter and peanuts slowly rotating on a plate is held by a person's hand.
0,mixkit-taking-glazed-donut-with-colored-chocolates-from-a-plate-40823.mp4,A woman's hand takes a donut with icing and colored chocolates from a blue plate.
0,mixkit-donut-with-white-frosting-and-colored-chocolates-40822.mp4,"Donut with white frosting and colored chocolates, finishing in bites in a few stopmotion cuts."
0,mixkit-rotating-peanut-butter-donut-on-a-pink-background-40820.mp4,Donut with peanut butter and some peanuts slowly rotating on a pink background.
0,mixkit-donut-with-icing-chocolates-rotating-on-a-pink-background-40819.mp4,Donut with white frosting and colored chocolates slowly rotating on a pink background.
0,mixkit-plastic-figure-of-an-ice-cream-on-an-ice-cream-40693.mp4,"Dirty old plastic figure of an ice cream on an ice cream truck, on a hot sunny day."
0,mixkit-vegetarian-couple-preparing-food-40536.mp4,Vegetarian couple together prepare healthy salad with oil in the kitchen while talking.
0,mixkit-man-eating-salad-with-his-girlfriend-40532.mp4,Man eating healthy salad with his girlfriend in their apartment kitchen.
0,mixkit-couple-eating-healthy-while-chatting-40526.mp4,Couple eating a healthy salad while chatting with each other at an outdoor table in the garden.
0,mixkit-couple-preparing-for-a-healthy-dinner-40523.mp4,"Couple preparing for dinner healthy salad with red wine, the woman serves the salad and the man prepares the wine."
0,mixkit-man-slicing-cucumber-for-salad-40520.mp4,Hands of a man slicing cucumber on a board to prepare a healthy salad.
0,mixkit-couple-preparing-salad-at-home-40519.mp4,Happy couple chat in the kitchen as they prepare salad together for dinner.
0,mixkit-couple-preparing-salad-for-dinner-40517.mp4,"Couple prepares their dinner in the kitchen, the woman serves salad in bowls while the man serves wine in glasses."
0,mixkit-happy-woman-preparing-salad-40515.mp4,Happy young woman preparing salad by slicing tomato on a board with a kitchen knife.
0,mixkit-mother-serving-food-at-a-picnic-40331.mp4,Top view of a mother serving grapes and bread on a plate at a picnic with a checkered tablecloth.
0,mixkit-woman-picking-groceries-from-her-car-40174.mp4,Young woman taking shopping bags from the trunk of a car.
0,mixkit-different-types-of-meat-rotating-on-a-wooden-board-38776.mp4,Different types of meat rotating on a wooden board
0,mixkit-duck-cooked-in-a-sweet-and-sour-dish-with-fruit-38772.mp4,Duck cooked in a sweet and sour dish with fruit and honey
0,mixkit-pastrami-with-mustard-on-a-dish-38770.mp4,Pastrami with mustard on a dish
0,mixkit-tacos-rotating-on-a-plate-on-a-black-background-38767.mp4,Tacos rotating on a plate on a black background
0,mixkit-meats-of-different-animals-on-a-rotating-table-38765.mp4,Meats of different animals on a rotating table
0,mixkit-oranges-appear-forming-a-heart-38402.mp4,Oranges appear forming a heart
0,mixkit-kiwi-sliced-into-slices-falling-on-water-38398.mp4,Kiwi sliced into slices falling on water
0,mixkit-sliced-tomato-falls-on-a-wooden-board-38391.mp4,Sliced tomato falls on a wooden board
0,mixkit-fresh-red-chili-peppers-falling-into-water-38384.mp4,Fresh red chili peppers falling into water
0,mixkit-breaded-meat-balls-3805.mp4,Breaded raw meat balls on a plate ready to be cooked.
0,mixkit-stewing-tomato-sauce-3804.mp4,Serving tomato sauce in a pan to be stewed.
0,mixkit-making-breaded-meat-3802.mp4,Preparing breaded meat in a bowl on a table next to a bowl with breadcrumbs and throwing an egg into the meat.
0,mixkit-supplies-to-make-meat-in-sauce-3801.mp4,Supplies on a wooden table to prepare breaded meat balls with tomato sauce and pasta.
0,mixkit-lemon-slices-closeup-shot-3698.mp4,"Texture of lemon slices overlapping each other, macro view."
0,mixkit-fresh-orange-slices-3697.mp4,Juicy orange slices seen very close.
0,mixkit-grapes-in-their-bunch-3687.mp4,Bunch of purple grapes with a macro closeup.
0,mixkit-little-girl-stirring-a-cookie-mix-36617.mp4,Little girl stirring a cookie mix
0,mixkit-little-girl-preparing-a-cookie-mix-36599.mp4,Little girl preparing a cookie mix
0,mixkit-little-girl-in-a-kitchen-making-cookies-with-dough-36597.mp4,Little girl in a kitchen making cookies with dough
0,mixkit-little-girl-in-a-kitchen-stirring-a-cookie-mix-36593.mp4,Little girl in a kitchen stirring a cookie mix
0,mixkit-two-girls-after-successfully-baking-cookies-36554.mp4,Two girls after successfully baking cookies
0,mixkit-little-girl-in-a-kitchen-preparing-cookies-36552.mp4,Little girl in a kitchen preparing cookies
0,mixkit-chef-carefully-preparing-a-dish-36545.mp4,Chef carefully preparing a dish
0,mixkit-cooking-a-crepe-in-a-pan-36255.mp4,Cooking a crepe in a pan
0,mixkit-bananas-rotating-on-a-white-background-36233.mp4,Bananas rotating on a white background
0,mixkit-three-avocados-rotating-on-a-white-background-36223.mp4,Three avocados rotating on a white background
0,mixkit-split-oranges-rotating-on-a-white-background-36220.mp4,Split oranges rotating on a white background
0,mixkit-plate-with-many-raspberries-rotating-36218.mp4,Plate with many raspberries rotating
0,mixkit-slice-of-wet-orange-in-a-very-close-shot-36203.mp4,Slice of wet orange in a very close shot
0,mixkit-half-an-orange-floating-and-spinning-in-water-36202.mp4,Half an orange floating and spinning in water
0,mixkit-bunch-of-bananas-wet-with-water-36200.mp4,Bunch of bananas wet with water
0,mixkit-hands-of-a-person-cutting-sausages-on-a-board-36198.mp4,Hands of a person cutting sausages on a board
0,mixkit-person-slicing-cheese-at-a-table-with-vegetables-35806.mp4,Person slicing cheese at a table with vegetables
0,mixkit-person-preparing-a-salad-in-a-bowl-35805.mp4,Person preparing a salad in a bowl
0,mixkit-burgers-in-great-detail-3538.mp4,Burgers with toasted sesame seeds taken in great detail.
0,mixkit-fast-food-and-a-family-35167.mp4,Fast food and a family
0,mixkit-cooking-soup-in-a-country-cauldron-34705.mp4,Cooking soup in a country cauldron
0,mixkit-breakfast-ready-on-the-table-34685.mp4,Breakfast ready on the table
0,mixkit-grilled-meat-on-a-wooden-plate-34637.mp4,Grilled meat on a wooden plate
0,mixkit-man-eating-a-bread-sitting-on-a-dining-room-table-34219.mp4,Man eating a bread sitting on a dining room table
0,mixkit-freshly-baked-strawberry-muffins-33730.mp4,Freshly baked strawberry muffins
0,mixkit-woman-choosing-melons-in-the-market-33516.mp4,Woman choosing melons in the market
0,mixkit-sushi-plate-on-a-wooden-board-33169.mp4,Sushi plate on a wooden board
